name,Region,Last Update,Confirmed,Deaths,Recovered
South Carolina,USA,2020-04-07 03:00:00,2232,48,0
Alabama,USA,2020-04-07 03:00:00,2006,53,0
Nevada,USA,2020-04-07 03:00:00,1970,46,0
Mississippi,USA,2020-04-07 03:00:00,1738,51,0
Utah,USA,2020-04-07 03:00:00,1680,13,0
Oklahoma,USA,2020-04-07 03:00:00,1329,51,0
Idaho,USA,2020-04-07 03:00:00,1170,13,0
Oregon,USA,2020-04-07 03:00:00,1132,29,0
District of Columbia,USA,2020-04-07 03:00:00,1097,24,0
Rhode Island,USA,2020-04-07 03:00:00,1082,27,0
Kentucky,USA,2020-04-07 03:00:00,1008,60,0
Minnesota,USA,2020-04-07 03:00:00,986,30,0
Iowa,USA,2020-04-07 03:00:00,946,24,0
Arkansas,USA,2020-04-07 03:00:00,927,16,0
Kansas,USA,2020-04-07 03:00:00,849,25,0
Delaware,USA,2020-04-07 03:00:00,783,15,0
New Hampshire,USA,2020-04-07 03:00:00,715,9,0
New Mexico,USA,2020-04-07 03:00:00,686,12,0
Vermont,USA,2020-04-07 03:00:00,543,23,0
Puerto Rico,USA,2020-04-07 03:00:00,513,21,0
Maine,USA,2020-04-07 03:00:00,499,10,0
Nebraska,USA,2020-04-07 03:00:00,417,9,0
Hawaii,USA,2020-04-07 03:00:00,387,5,0
Navajo Nation,USA,2020-04-07 03:00:00,354,14,0
West Virginia,USA,2020-04-07 03:00:00,345,4,0
Montana,USA,2020-04-07 03:00:00,319,6,0
South Dakota,USA,2020-04-07 03:00:00,288,4,0
North Dakota,USA,2020-04-07 03:00:00,225,3,0
Wyoming,USA,2020-04-07 03:00:00,212,0,0
Alaska,USA,2020-04-07 03:00:00,191,6,0
Guam,USA,2020-04-07 03:00:00,113,4,0
Grand Princess,USA,2020-04-07 03:00:00,103,3,0
Diamond Princess,USA,2020-04-07 03:00:00,49,0,0
United States Virgin Islands,USA,2020-04-07 03:00:00,43,1,0
Northern Mariana Islands,USA,2020-04-07 03:00:00,8,1,0
Wuhan Evacuee,USA,2020-04-07 03:00:00,4,0,0
New York,USA,2020-04-08 03:00:00,140386,5489,15592
New Jersey,USA,2020-04-08 03:00:00,44416,1232,51
Michigan,USA,2020-04-08 03:00:00,18970,845,94
California,USA,2020-04-08 03:00:00,17625,452,341
Louisiana,USA,2020-04-08 03:00:00,16284,582,0
Massachusetts,USA,2020-04-08 03:00:00,15202,356,311
Pennsylvania,USA,2020-04-08 03:00:00,14956,250,134
Florida,USA,2020-04-08 03:00:00,14747,296,0
Illinois,USA,2020-04-08 03:00:00,13553,380,26
Texas,USA,2020-04-08 03:00:00,9204,176,976
Georgia,USA,2020-04-08 03:00:00,9156,348,0
Washington,USA,2020-04-08 03:00:00,8982,408,891
Connecticut,USA,2020-04-08 03:00:00,7781,277,0
Indiana,USA,2020-04-08 03:00:00,5510,173,0
Colorado,USA,2020-04-08 03:00:00,5429,179,0
Ohio,USA,2020-04-08 03:00:00,4782,167,0
Maryland,USA,2020-04-08 03:00:00,4371,103,288
Tennessee,USA,2020-04-08 03:00:00,4139,72,356
North Carolina,USA,2020-04-08 03:00:00,3347,58,190
Virginia,USA,2020-04-08 03:00:00,3335,66,2
Missouri,USA,2020-04-08 03:00:00,3209,86,74
Wisconsin,USA,2020-04-08 03:00:00,2578,93,1
Arizona,USA,2020-04-08 03:00:00,2575,73,3
South Carolina,USA,2020-04-08 03:00:00,2417,51,0
Alabama,USA,2020-04-08 03:00:00,2197,64,0
Nevada,USA,2020-04-08 03:00:00,2131,72,38
Mississippi,USA,2020-04-08 03:00:00,1915,60,0
Utah,USA,2020-04-08 03:00:00,1739,13,26
Oklahoma,USA,2020-04-08 03:00:00,1474,67,409
Rhode Island,USA,2020-04-08 03:00:00,1229,30,0
District of Columbia,USA,2020-04-08 03:00:00,1211,22,318
Idaho,USA,2020-04-08 03:00:00,1210,15,0
Oregon,USA,2020-04-08 03:00:00,1181,33,0
Kentucky,USA,2020-04-08 03:00:00,1149,65,306
Minnesota,USA,2020-04-08 03:00:00,1069,34,549
Iowa,USA,2020-04-08 03:00:00,1048,26,89
Arkansas,USA,2020-04-08 03:00:00,997,18,189
Kansas,USA,2020-04-08 03:00:00,928,29,4
Delaware,USA,2020-04-08 03:00:00,928,16,144
New Mexico,USA,2020-04-08 03:00:00,794,13,171
New Hampshire,USA,2020-04-08 03:00:00,747,13,151
Vermont,USA,2020-04-08 03:00:00,575,23,0
Puerto Rico,USA,2020-04-08 03:00:00,573,23,0
Maine,USA,2020-04-08 03:00:00,519,12,176
Nebraska,USA,2020-04-08 03:00:00,478,10,0
Navajo Nation,USA,2020-04-08 03:00:00,426,17,0
West Virginia,USA,2020-04-08 03:00:00,412,4,0
Hawaii,USA,2020-04-08 03:00:00,410,5,72
South Dakota,USA,2020-04-08 03:00:00,320,6,98
Montana,USA,2020-04-08 03:00:00,319,6,32
North Dakota,USA,2020-04-08 03:00:00,237,4,82
Wyoming,USA,2020-04-08 03:00:00,221,0,62
Alaska,USA,2020-04-08 03:00:00,213,6,29
Guam,USA,2020-04-08 03:00:00,121,4,27
Grand Princess,USA,2020-04-08 03:00:00,103,3,0
Diamond Princess,USA,2020-04-08 03:00:00,49,0,0
United States Virgin Islands,USA,2020-04-08 03:00:00,45,1,36
Northern Mariana Islands,USA,2020-04-08 03:00:00,8,2,0
Wuhan Evacuee,USA,2020-04-08 03:00:00,4,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
Illinois,USA,2020-01-25 12:00:00,1,0,0
Washington,USA,2020-01-25 12:00:00,1,0,0
Illinois,USA,2020-01-24 12:00:00,1,0,0
Washington,USA,2020-01-24 12:00:00,1,0,0
New York,USA,2020-05-05 03:00:00,327454,24999,35362
New Jersey,USA,2020-05-05 03:00:00,128269,7910,730
Massachusetts,USA,2020-05-05 03:00:00,69087,4090,4902
Illinois,USA,2020-05-05 03:00:00,63840,2662,645
California,USA,2020-05-05 03:00:00,56135,2289,3916
Pennsylvania,USA,2020-05-05 03:00:00,52816,2838,916
Michigan,USA,2020-05-05 03:00:00,43990,4139,15674
Florida,USA,2020-05-05 03:00:00,36897,1399,174
Texas,USA,2020-05-05 03:00:00,32812,902,14316
Connecticut,USA,2020-05-05 03:00:00,29973,2556,63
Louisiana,USA,2020-05-05 03:00:00,29673,2064,20316
Georgia,USA,2020-05-05 03:00:00,29452,1246,340
Maryland,USA,2020-05-05 03:00:00,26408,1317,1517
Indiana,USA,2020-05-05 03:00:00,20507,1151,1559
Ohio,USA,2020-05-05 03:00:00,20474,1057,448
Virginia,USA,2020-05-05 03:00:00,19493,684,721
Colorado,USA,2020-05-05 03:00:00,16918,851,559
Washington,USA,2020-05-05 03:00:00,16096,841,2052
Tennessee,USA,2020-05-05 03:00:00,13571,219,6081
North Carolina,USA,2020-05-05 03:00:00,11971,442,1802
Iowa,USA,2020-05-05 03:00:00,9703,188,3486
Rhode Island,USA,2020-05-05 03:00:00,9652,341,601
Veteran Affair,USA,2020-05-05 03:00:00,9627,722,0
Missouri,USA,2020-05-05 03:00:00,8946,386,1987
Arizona,USA,2020-05-05 03:00:00,8924,362,6
Wisconsin,USA,2020-05-05 03:00:00,8236,340,3973
Alabama,USA,2020-05-05 03:00:00,8112,298,0
Mississippi,USA,2020-05-05 03:00:00,7877,310,3413
Minnesota,USA,2020-05-05 03:00:00,7234,427,4212
US Military,USA,2020-05-05 03:00:00,6962,27,2263
South Carolina,USA,2020-05-05 03:00:00,6757,283,3252
Nebraska,USA,2020-05-05 03:00:00,6037,78,0
Nevada,USA,2020-05-05 03:00:00,5630,265,3535
Kansas,USA,2020-05-05 03:00:00,5383,156,1157
Utah,USA,2020-05-05 03:00:00,5317,50,1952
Delaware,USA,2020-05-05 03:00:00,5288,182,1640
Kentucky,USA,2020-05-05 03:00:00,5245,261,1675
District of Columbia,USA,2020-05-05 03:00:00,5170,258,666
Oklahoma,USA,2020-05-05 03:00:00,4044,238,2683
New Mexico,USA,2020-05-05 03:00:00,4031,156,842
Arkansas,USA,2020-05-05 03:00:00,3469,80,2044
Oregon,USA,2020-05-05 03:00:00,2759,109,595
South Dakota,USA,2020-05-05 03:00:00,2668,21,1830
New Hampshire,USA,2020-05-05 03:00:00,2588,86,1019
Federal Bureau of Prisons,USA,2020-05-05 03:00:00,2340,40,692
Idaho,USA,2020-05-05 03:00:00,2106,64,867
Navajo Nation,USA,2020-05-05 03:00:00,1977,62,0
Puerto Rico,USA,2020-05-05 03:00:00,1843,97,0
North Dakota,USA,2020-05-05 03:00:00,1225,25,540
West Virginia,USA,2020-05-05 03:00:00,1224,48,572
Maine,USA,2020-05-05 03:00:00,1205,57,720
Vermont,USA,2020-05-05 03:00:00,902,52,0
Hawaii,USA,2020-05-05 03:00:00,621,17,548
Wyoming,USA,2020-05-05 03:00:00,596,7,405
Montana,USA,2020-05-05 03:00:00,457,16,404
Alaska,USA,2020-05-05 03:00:00,370,9,264
Guam,USA,2020-05-05 03:00:00,145,5,128
Grand Princess,USA,2020-05-05 03:00:00,103,3,0
United States Virgin Islands,USA,2020-05-05 03:00:00,66,4,51
Diamond Princess,USA,2020-05-05 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-05-05 03:00:00,14,2,12
Wuhan Evacuee,USA,2020-05-05 03:00:00,4,0,0
New York,USA,2020-05-06 03:00:00,330035,25255,35455
New Jersey,USA,2020-05-06 03:00:00,130593,8244,730
Massachusetts,USA,2020-05-06 03:00:00,70271,4212,4902
Illinois,USA,2020-05-06 03:00:00,65962,2838,645
California,USA,2020-05-06 03:00:00,58685,2388,3956
Pennsylvania,USA,2020-05-06 03:00:00,53864,3179,1044
Michigan,USA,2020-05-06 03:00:00,44451,4183,15674
Florida,USA,2020-05-06 03:00:00,37439,1471,174
Texas,USA,2020-05-06 03:00:00,33912,925,14405
Connecticut,USA,2020-05-06 03:00:00,30621,2633,63
Louisiana,USA,2020-05-06 03:00:00,29996,2115,20316
Georgia,USA,2020-05-06 03:00:00,29899,1298,340
Maryland,USA,2020-05-06 03:00:00,27117,1390,1810
Indiana,USA,2020-05-06 03:00:00,21033,1211,1559
Ohio,USA,2020-05-06 03:00:00,20969,1135,448
Virginia,USA,2020-05-06 03:00:00,20257,713,721
Colorado,USA,2020-05-06 03:00:00,17367,903,567
Washington,USA,2020-05-06 03:00:00,16319,864,2082
Tennessee,USA,2020-05-06 03:00:00,13690,226,6356
North Carolina,USA,2020-05-06 03:00:00,12510,472,1802
Iowa,USA,2020-05-06 03:00:00,10111,207,3572
Rhode Island,USA,2020-05-06 03:00:00,9933,355,639
Veteran Affair,USA,2020-05-06 03:00:00,9771,771,0
Arizona,USA,2020-05-06 03:00:00,9305,395,6
Missouri,USA,2020-05-06 03:00:00,9121,409,2053
Wisconsin,USA,2020-05-06 03:00:00,8566,353,4131
Alabama,USA,2020-05-06 03:00:00,8437,315,0
Mississippi,USA,2020-05-06 03:00:00,8207,342,4421
Minnesota,USA,2020-05-06 03:00:00,7851,455,4614
US Military,USA,2020-05-06 03:00:00,7526,27,2937
South Carolina,USA,2020-05-06 03:00:00,6841,296,3252
Nebraska,USA,2020-05-06 03:00:00,6374,78,0
Kentucky,USA,2020-05-06 03:00:00,5822,275,1675
Nevada,USA,2020-05-06 03:00:00,5660,276,3594
Kansas,USA,2020-05-06 03:00:00,5648,161,1238
Utah,USA,2020-05-06 03:00:00,5449,56,1952
Delaware,USA,2020-05-06 03:00:00,5371,187,1847
District of Columbia,USA,2020-05-06 03:00:00,5322,264,667
New Mexico,USA,2020-05-06 03:00:00,4138,162,964
Oklahoma,USA,2020-05-06 03:00:00,4127,247,2831
Arkansas,USA,2020-05-06 03:00:00,3525,83,2091
Oregon,USA,2020-05-06 03:00:00,2839,113,595
South Dakota,USA,2020-05-06 03:00:00,2721,24,1895
Navajo Nation,USA,2020-05-06 03:00:00,2655,79,0
New Hampshire,USA,2020-05-06 03:00:00,2636,92,1105
Federal Bureau of Prisons,USA,2020-05-06 03:00:00,2425,41,710
Idaho,USA,2020-05-06 03:00:00,2127,65,867
Puerto Rico,USA,2020-05-06 03:00:00,1924,99,0
North Dakota,USA,2020-05-06 03:00:00,1266,25,559
West Virginia,USA,2020-05-06 03:00:00,1242,50,667
Maine,USA,2020-05-06 03:00:00,1226,61,741
Vermont,USA,2020-05-06 03:00:00,907,52,0
Hawaii,USA,2020-05-06 03:00:00,625,17,551
Wyoming,USA,2020-05-06 03:00:00,604,7,405
Montana,USA,2020-05-06 03:00:00,457,16,410
Alaska,USA,2020-05-06 03:00:00,371,9,277
Guam,USA,2020-05-06 03:00:00,145,5,128
Grand Princess,USA,2020-05-06 03:00:00,103,3,0
United States Virgin Islands,USA,2020-05-06 03:00:00,66,4,51
Diamond Princess,USA,2020-05-06 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-05-06 03:00:00,14,2,12
Wuhan Evacuee,USA,2020-05-06 03:00:00,4,0,0
California,USA,2020-02-22 03:00:00,10,0,2
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-22 03:00:00,10,0,2
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
New York,USA,2020-03-21 02:00:00,8403,46,0
Washington,USA,2020-03-21 02:00:00,1524,83,1
California,USA,2020-03-21 02:00:00,1247,24,6
New Jersey,USA,2020-03-21 02:00:00,890,11,1
Illinois,USA,2020-03-21 02:00:00,585,5,2
Florida,USA,2020-03-21 02:00:00,563,11,0
Michigan,USA,2020-03-21 02:00:00,552,3,0
Louisiana,USA,2020-03-21 02:00:00,537,14,0
Georgia,USA,2020-03-21 02:00:00,485,14,0
Texas,USA,2020-03-21 02:00:00,429,5,0
Massachusetts,USA,2020-03-21 02:00:00,413,1,1
Colorado,USA,2020-03-21 02:00:00,363,4,0
Pennsylvania,USA,2020-03-21 02:00:00,311,1,0
Tennessee,USA,2020-03-21 02:00:00,263,1,0
Wisconsin,USA,2020-03-21 02:00:00,210,3,1
Connecticut,USA,2020-03-21 02:00:00,194,4,0
North Carolina,USA,2020-03-21 02:00:00,188,0,0
Ohio,USA,2020-03-21 02:00:00,174,3,0
Nevada,USA,2020-03-21 02:00:00,161,2,0
Maryland,USA,2020-03-21 02:00:00,149,2,3
South Carolina,USA,2020-03-21 02:00:00,126,3,0
Virginia,USA,2020-03-21 02:00:00,125,2,0
Minnesota,USA,2020-03-21 02:00:00,115,0,0
Oregon,USA,2020-03-21 02:00:00,114,3,0
Utah,USA,2020-03-21 02:00:00,112,0,0
Alabama,USA,2020-03-21 02:00:00,106,0,0
Arkansas,USA,2020-03-21 02:00:00,96,0,0
Indiana,USA,2020-03-21 02:00:00,86,3,0
Mississippi,USA,2020-03-21 02:00:00,80,1,0
Arizona,USA,2020-03-21 02:00:00,79,0,1
District of Columbia,USA,2020-03-21 02:00:00,77,1,0
Missouri,USA,2020-03-21 02:00:00,66,3,0
Kentucky,USA,2020-03-21 02:00:00,64,2,1
Maine,USA,2020-03-21 02:00:00,56,0,0
New Hampshire,USA,2020-03-21 02:00:00,55,0,0
Rhode Island,USA,2020-03-21 02:00:00,54,0,0
Oklahoma,USA,2020-03-21 02:00:00,49,1,0
Diamond Princess,USA,2020-03-21 02:00:00,49,0,0
Kansas,USA,2020-03-21 02:00:00,48,1,0
Iowa,USA,2020-03-21 02:00:00,45,0,0
New Mexico,USA,2020-03-21 02:00:00,43,0,0
Delaware,USA,2020-03-21 02:00:00,39,0,0
Nebraska,USA,2020-03-21 02:00:00,37,0,0
Hawaii,USA,2020-03-21 02:00:00,37,0,0
Idaho,USA,2020-03-21 02:00:00,36,0,0
Vermont,USA,2020-03-21 02:00:00,29,2,0
North Dakota,USA,2020-03-21 02:00:00,26,0,0
Grand Princess,USA,2020-03-21 02:00:00,23,1,0
Wyoming,USA,2020-03-21 02:00:00,21,0,0
Montana,USA,2020-03-21 02:00:00,20,0,0
Puerto Rico,USA,2020-03-21 02:00:00,14,0,0
Guam,USA,2020-03-21 02:00:00,14,0,0
South Dakota,USA,2020-03-21 02:00:00,14,1,0
Alaska,USA,2020-03-21 02:00:00,12,0,0
West Virginia,USA,2020-03-21 02:00:00,8,0,0
United States Virgin Islands,USA,2020-03-21 02:00:00,3,0,0
Wuhan Evacuee,USA,2020-03-21 02:00:00,3,0,0
USA (Aggregate Recovered),USA,2020-03-22 03:00:00,0,0,176
New York,USA,2020-03-22 03:00:00,12322,76,0
Washington,USA,2020-03-22 03:00:00,1793,94,0
California,USA,2020-03-22 03:00:00,1518,28,0
New Jersey,USA,2020-03-22 03:00:00,1327,16,0
Michigan,USA,2020-03-22 03:00:00,809,8,0
Florida,USA,2020-03-22 03:00:00,763,13,0
Louisiana,USA,2020-03-22 03:00:00,763,20,0
Illinois,USA,2020-03-22 03:00:00,753,6,0
Texas,USA,2020-03-22 03:00:00,557,5,0
Georgia,USA,2020-03-22 03:00:00,555,20,0
Massachusetts,USA,2020-03-22 03:00:00,529,2,0
Colorado,USA,2020-03-22 03:00:00,476,6,0
Pennsylvania,USA,2020-03-22 03:00:00,405,2,0
Tennessee,USA,2020-03-22 03:00:00,371,1,0
North Carolina,USA,2020-03-22 03:00:00,283,0,0
Wisconsin,USA,2020-03-22 03:00:00,282,4,0
Ohio,USA,2020-03-22 03:00:00,250,3,0
Connecticut,USA,2020-03-22 03:00:00,223,5,0
Maryland,USA,2020-03-22 03:00:00,194,3,0
South Carolina,USA,2020-03-22 03:00:00,174,3,0
Virginia,USA,2020-03-22 03:00:00,158,3,0
Nevada,USA,2020-03-22 03:00:00,161,2,0
Mississippi,USA,2020-03-22 03:00:00,140,1,0
Minnesota,USA,2020-03-22 03:00:00,137,1,0
Oregon,USA,2020-03-22 03:00:00,137,4,0
Utah,USA,2020-03-22 03:00:00,136,0,0
Alabama,USA,2020-03-22 03:00:00,131,0,0
Indiana,USA,2020-03-22 03:00:00,129,4,0
Arkansas,USA,2020-03-22 03:00:00,122,0,0
Arizona,USA,2020-03-22 03:00:00,104,1,0
District of Columbia,USA,2020-03-22 03:00:00,98,1,0
Kentucky,USA,2020-03-22 03:00:00,87,3,0
Missouri,USA,2020-03-22 03:00:00,86,3,0
Maine,USA,2020-03-22 03:00:00,70,0,0
Iowa,USA,2020-03-22 03:00:00,70,0,0
Rhode Island,USA,2020-03-22 03:00:00,66,0,0
New Hampshire,USA,2020-03-22 03:00:00,65,0,0
New Mexico,USA,2020-03-22 03:00:00,57,0,0
Kansas,USA,2020-03-22 03:00:00,57,2,0
Oklahoma,USA,2020-03-22 03:00:00,53,1,0
Nebraska,USA,2020-03-22 03:00:00,51,0,0
Vermont,USA,2020-03-22 03:00:00,49,2,0
Diamond Princess,USA,2020-03-22 03:00:00,49,0,0
Hawaii,USA,2020-03-22 03:00:00,48,0,0
Delaware,USA,2020-03-22 03:00:00,45,0,0
Idaho,USA,2020-03-22 03:00:00,42,0,0
Grand Princess,USA,2020-03-22 03:00:00,28,1,0
Montana,USA,2020-03-22 03:00:00,30,0,0
North Dakota,USA,2020-03-22 03:00:00,28,0,0
Wyoming,USA,2020-03-22 03:00:00,24,0,0
Alaska,USA,2020-03-22 03:00:00,21,0,0
Puerto Rico,USA,2020-03-22 03:00:00,21,1,0
Guam,USA,2020-03-22 03:00:00,15,0,0
South Dakota,USA,2020-03-22 03:00:00,14,1,0
West Virginia,USA,2020-03-22 03:00:00,12,0,0
United States Virgin Islands,USA,2020-03-22 03:00:00,6,0,0
Wuhan Evacuee,USA,2020-03-22 03:00:00,3,0,0
New York,USA,2020-04-12 09:00:00,181825,8650,17089
New Jersey,USA,2020-04-12 09:00:00,58151,2183,355
Michigan,USA,2020-04-12 09:00:00,23993,1392,443
Massachusetts,USA,2020-04-12 09:00:00,22860,686,729
California,USA,2020-04-12 09:00:00,22416,634,942
Pennsylvania,USA,2020-04-12 09:00:00,21942,530,179
Louisiana,USA,2020-04-12 09:00:00,20014,806,0
Illinois,USA,2020-04-12 09:00:00,19180,677,216
Florida,USA,2020-04-12 09:00:00,18986,446,0
Texas,USA,2020-04-12 09:00:00,13354,273,1888
Georgia,USA,2020-04-12 09:00:00,12261,433,340
Connecticut,USA,2020-04-12 09:00:00,11510,494,34
Washington,USA,2020-04-12 09:00:00,10416,496,1287
Maryland,USA,2020-04-12 09:00:00,7694,206,288
Indiana,USA,2020-04-12 09:00:00,7435,330,58
Colorado ,USA,2020-04-12 09:00:00,6893,274,108
Ohio,USA,2020-04-12 09:00:00,6250,247,12
Tennessee,USA,2020-04-12 09:00:00,5132,106,1386
Virginia,USA,2020-04-12 09:00:00,5077,130,2
North Carolina,USA,2020-04-12 09:00:00,4401,89,313
Missouri,USA,2020-04-12 09:00:00,4161,116,184
Arizona,USA,2020-04-12 09:00:00,3393,108,3
US Military,USA,2020-04-12 09:00:00,3366,13,299
Alabama,USA,2020-04-12 09:00:00,3262,93,0
Wisconsin,USA,2020-04-12 09:00:00,3213,137,84
South Carolina,USA,2020-04-12 09:00:00,3211,80,0
Nevada,USA,2020-04-12 09:00:00,2747,111,994
Mississippi,USA,2020-04-12 09:00:00,2642,93,0
Rhode Island,USA,2020-04-12 09:00:00,2349,56,0
Utah,USA,2020-04-12 09:00:00,2207,18,26
Oklahoma,USA,2020-04-12 09:00:00,1868,94,409
Kentucky,USA,2020-04-12 09:00:00,1840,94,306
District of Columbia,USA,2020-04-12 09:00:00,1778,47,447
Iowa,USA,2020-04-12 09:00:00,1510,34,585
Delaware,USA,2020-04-12 09:00:00,1479,33,191
Oregon,USA,2020-04-12 09:00:00,1447,51,0
Minnesota,USA,2020-04-12 09:00:00,1427,64,732
Idaho,USA,2020-04-12 09:00:00,1407,27,0
Kansas,USA,2020-04-12 09:00:00,1275,55,53
Arkansas,USA,2020-04-12 09:00:00,1228,25,346
New Mexico,USA,2020-04-12 09:00:00,1174,20,235
New Hampshire,USA,2020-04-12 09:00:00,929,23,234
Puerto Rico,USA,2020-04-12 09:00:00,788,42,0
Vermont,USA,2020-04-12 09:00:00,711,25,0
Nebraska,USA,2020-04-12 09:00:00,704,17,0
South Dakota,USA,2020-04-12 09:00:00,626,6,189
Maine,USA,2020-04-12 09:00:00,616,19,256
Navajo Nation,USA,2020-04-12 09:00:00,597,22,0
West Virginia,USA,2020-04-12 09:00:00,591,6,57
Hawaii,USA,2020-04-12 09:00:00,486,8,251
Montana,USA,2020-04-12 09:00:00,377,6,165
North Dakota,USA,2020-04-12 09:00:00,293,7,119
Wyoming,USA,2020-04-12 09:00:00,261,0,137
Alaska,USA,2020-04-12 09:00:00,257,8,55
Guam,USA,2020-04-12 09:00:00,133,5,41
Grand Princess,USA,2020-04-12 09:00:00,103,3,0
United States Virgin Islands,USA,2020-04-12 09:00:00,51,1,43
Diamond Princess,USA,2020-04-12 09:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-12 09:00:00,11,2,0
Wuhan Evacuee,USA,2020-04-12 09:00:00,4,0,0
New York,USA,2020-04-11 03:00:00,174489,7887,16517
New Jersey,USA,2020-04-11 03:00:00,54588,1932,51
Michigan,USA,2020-04-11 03:00:00,22783,1281,94
California,USA,2020-04-11 03:00:00,21408,599,779
Massachusetts,USA,2020-04-11 03:00:00,20974,599,729
Pennsylvania,USA,2020-04-11 03:00:00,20408,449,170
Louisiana,USA,2020-04-11 03:00:00,19253,755,0
Florida,USA,2020-04-11 03:00:00,17968,419,0
Illinois,USA,2020-04-11 03:00:00,17903,597,213
Texas,USA,2020-04-11 03:00:00,12397,248,1709
Georgia,USA,2020-04-11 03:00:00,11859,425,0
Connecticut,USA,2020-04-11 03:00:00,10538,448,0
Washington,USA,2020-04-11 03:00:00,10221,484,1146
Maryland,USA,2020-04-11 03:00:00,6968,171,288
Indiana,USA,2020-04-11 03:00:00,6907,300,58
Colorado ,USA,2020-04-11 03:00:00,6513,250,0
Ohio,USA,2020-04-11 03:00:00,5878,231,12
Tennessee,USA,2020-04-11 03:00:00,4891,98,1145
Virginia,USA,2020-04-11 03:00:00,4509,121,2
North Carolina,USA,2020-04-11 03:00:00,4090,87,284
Missouri,USA,2020-04-11 03:00:00,3957,105,167
US Military,USA,2020-04-11 03:00:00,3366,13,299
Arizona,USA,2020-04-11 03:00:00,3112,97,3
Wisconsin,USA,2020-04-11 03:00:00,3068,128,84
South Carolina,USA,2020-04-11 03:00:00,3067,72,0
Alabama,USA,2020-04-11 03:00:00,3008,80,0
Nevada,USA,2020-04-11 03:00:00,2603,102,868
Mississippi,USA,2020-04-11 03:00:00,2469,82,0
Utah,USA,2020-04-11 03:00:00,2103,17,26
Rhode Island,USA,2020-04-11 03:00:00,2015,49,0
Oklahoma,USA,2020-04-11 03:00:00,1794,88,409
Kentucky,USA,2020-04-11 03:00:00,1693,90,306
District of Columbia,USA,2020-04-11 03:00:00,1660,38,426
Idaho,USA,2020-04-11 03:00:00,1396,25,0
Iowa,USA,2020-04-11 03:00:00,1388,31,506
Oregon,USA,2020-04-11 03:00:00,1371,48,0
Minnesota,USA,2020-04-11 03:00:00,1336,57,732
Delaware,USA,2020-04-11 03:00:00,1326,32,177
Kansas,USA,2020-04-11 03:00:00,1178,50,16
Arkansas,USA,2020-04-11 03:00:00,1202,24,329
New Mexico,USA,2020-04-11 03:00:00,1091,19,171
New Hampshire,USA,2020-04-11 03:00:00,885,22,234
Puerto Rico,USA,2020-04-11 03:00:00,725,39,0
Vermont,USA,2020-04-11 03:00:00,679,24,0
Nebraska,USA,2020-04-11 03:00:00,647,17,0
Navajo Nation,USA,2020-04-11 03:00:00,597,22,0
Maine,USA,2020-04-11 03:00:00,586,17,246
West Virginia,USA,2020-04-11 03:00:00,574,5,57
South Dakota,USA,2020-04-11 03:00:00,536,6,177
Hawaii,USA,2020-04-11 03:00:00,465,8,251
Montana,USA,2020-04-11 03:00:00,365,6,165
North Dakota,USA,2020-04-11 03:00:00,278,6,105
Wyoming,USA,2020-04-11 03:00:00,253,0,101
Alaska,USA,2020-04-11 03:00:00,246,7,55
Guam,USA,2020-04-11 03:00:00,130,4,41
Grand Princess,USA,2020-04-11 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-11 03:00:00,50,1,43
Diamond Princess,USA,2020-04-11 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-11 03:00:00,11,2,0
Wuhan Evacuee,USA,2020-04-11 03:00:00,4,0,0
California,USA,2020-03-03 22:00:00,26,0,2
Washington,USA,2020-03-03 20:00:00,27,9,1
Illinois,USA,2020-03-02 18:30:00,4,0,2
Arizona,USA,2020-03-03 22:00:00,2,0,1
Massachusetts,USA,2020-03-03 03:00:00,2,0,0
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
Oregon,USA,2020-03-02 18:30:00,3,0,0
Rhode Island,USA,2020-03-02 22:00:00,2,0,0
