name,Region,Last Update,Confirmed,Deaths,Recovered
Pennsylvania,USA,2020-03-29 03:00:00,2909,35,0
Texas,USA,2020-03-29 03:00:00,2535,34,0
Georgia,USA,2020-03-29 03:00:00,2446,79,0
Colorado,USA,2020-03-29 03:00:00,2063,44,0
Connecticut,USA,2020-03-29 03:00:00,1524,33,0
Tennessee,USA,2020-03-29 03:00:00,1512,7,0
Ohio,USA,2020-03-29 03:00:00,1406,25,0
Indiana,USA,2020-03-29 03:00:00,1232,31,0
Maryland,USA,2020-03-29 03:00:00,1068,10,0
North Carolina,USA,2020-03-29 03:00:00,1062,5,0
Wisconsin,USA,2020-03-29 03:00:00,1055,17,0
Missouri,USA,2020-03-29 03:00:00,847,11,0
Arizona,USA,2020-03-29 03:00:00,773,15,0
Virginia,USA,2020-03-29 03:00:00,740,17,0
Nevada,USA,2020-03-29 03:00:00,738,14,0
Alabama,USA,2020-03-29 03:00:00,721,9,0
Mississippi,USA,2020-03-29 03:00:00,663,13,0
South Carolina,USA,2020-03-29 03:00:00,661,15,0
Utah,USA,2020-03-29 03:00:00,604,2,0
Oregon,USA,2020-03-29 03:00:00,479,13,0
Minnesota,USA,2020-03-29 03:00:00,441,5,0
Arkansas,USA,2020-03-29 03:00:00,409,5,0
Kentucky,USA,2020-03-29 03:00:00,394,9,0
Oklahoma,USA,2020-03-29 03:00:00,377,15,0
District of Columbia,USA,2020-03-29 03:00:00,342,4,0
Iowa,USA,2020-03-29 03:00:00,298,3,0
Kansas,USA,2020-03-29 03:00:00,269,5,0
Idaho,USA,2020-03-29 03:00:00,265,5,0
Rhode Island,USA,2020-03-29 03:00:00,239,2,0
Delaware,USA,2020-03-29 03:00:00,214,5,0
New Hampshire,USA,2020-03-29 03:00:00,214,2,0
Vermont,USA,2020-03-29 03:00:00,211,12,0
Maine,USA,2020-03-29 03:00:00,211,1,0
New Mexico,USA,2020-03-29 03:00:00,208,2,0
Hawaii,USA,2020-03-29 03:00:00,149,0,0
Montana,USA,2020-03-29 03:00:00,147,1,0
Puerto Rico,USA,2020-03-29 03:00:00,100,3,0
West Virginia,USA,2020-03-29 03:00:00,113,0,0
Nebraska,USA,2020-03-29 03:00:00,108,2,0
Grand Princess,USA,2020-03-29 03:00:00,103,3,0
Alaska,USA,2020-03-29 03:00:00,102,2,0
North Dakota,USA,2020-03-29 03:00:00,94,1,0
Wyoming,USA,2020-03-29 03:00:00,84,0,0
South Dakota,USA,2020-03-29 03:00:00,68,1,0
Guam,USA,2020-03-29 03:00:00,55,1,0
Diamond Princess,USA,2020-03-29 03:00:00,49,0,0
United States Virgin Islands,USA,2020-03-29 03:00:00,22,0,0
Wuhan Evacuee,USA,2020-03-29 03:00:00,4,0,0
California,USA,2020-01-26 23:00:00,2,0,0
Arizona,USA,2020-01-26 23:00:00,1,0,0
Illinois,USA,2020-01-26 23:00:00,1,0,0
Washington,USA,2020-01-26 23:00:00,1,0,0
California,USA,2020-01-27 20:30:00,2,0,0
Arizona,USA,2020-01-27 20:30:00,1,0,0
Illinois,USA,2020-01-27 20:30:00,1,0,0
Washington,USA,2020-01-27 20:30:00,1,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
New York,USA,2020-05-08 03:00:00,334106,26144,36051
New Jersey,USA,2020-05-08 03:00:00,133991,8807,730
Massachusetts,USA,2020-05-08 03:00:00,73721,4552,6587
Illinois,USA,2020-05-08 03:00:00,70871,3111,715
California,USA,2020-05-08 03:00:00,62360,2546,4071
Pennsylvania,USA,2020-05-08 03:00:00,55956,3589,1080
Michigan,USA,2020-05-08 03:00:00,45745,4345,15674
Florida,USA,2020-05-08 03:00:00,38828,1600,174
Texas,USA,2020-05-08 03:00:00,36047,985,14866
Connecticut,USA,2020-05-08 03:00:00,31784,2797,63
Georgia,USA,2020-05-08 03:00:00,31603,1352,340
Louisiana,USA,2020-05-08 03:00:00,30652,2208,20316
Maryland,USA,2020-05-08 03:00:00,29374,1503,1903
Indiana,USA,2020-05-08 03:00:00,22503,1414,1559
Ohio,USA,2020-05-08 03:00:00,22131,1271,448
Virginia,USA,2020-05-08 03:00:00,21570,769,2825
Colorado,USA,2020-05-08 03:00:00,18370,944,567
Washington,USA,2020-05-08 03:00:00,16847,899,2100
Tennessee,USA,2020-05-08 03:00:00,14096,238,6793
North Carolina,USA,2020-05-08 03:00:00,13540,513,1802
Iowa,USA,2020-05-08 03:00:00,11059,231,4266
Rhode Island,USA,2020-05-08 03:00:00,10530,388,696
Veteran Affair,USA,2020-05-08 03:00:00,10452,813,0
Arizona,USA,2020-05-08 03:00:00,9954,450,6
Missouri,USA,2020-05-08 03:00:00,9581,449,2123
Minnesota,USA,2020-05-08 03:00:00,9365,508,5308
Wisconsin,USA,2020-05-08 03:00:00,9215,374,4520
Alabama,USA,2020-05-08 03:00:00,9046,369,0
Mississippi,USA,2020-05-08 03:00:00,8686,396,4421
US Military,USA,2020-05-08 03:00:00,7702,27,3061
South Carolina,USA,2020-05-08 03:00:00,7142,316,3252
Nebraska,USA,2020-05-08 03:00:00,7066,91,0
Kansas,USA,2020-05-08 03:00:00,6332,165,1425
Kentucky,USA,2020-05-08 03:00:00,6129,294,1675
Delaware,USA,2020-05-08 03:00:00,5939,202,2110
Nevada,USA,2020-05-08 03:00:00,5855,297,4324
Utah,USA,2020-05-08 03:00:00,5724,61,1952
District of Columbia,USA,2020-05-08 03:00:00,5654,285,825
New Mexico,USA,2020-05-08 03:00:00,4493,172,1125
Oklahoma,USA,2020-05-08 03:00:00,4330,260,2988
Arkansas,USA,2020-05-08 03:00:00,3694,88,2159
Federal Bureau of Prisons,USA,2020-05-08 03:00:00,3011,44,869
Oregon,USA,2020-05-08 03:00:00,2989,121,1125
South Dakota,USA,2020-05-08 03:00:00,2906,31,2028
New Hampshire,USA,2020-05-08 03:00:00,2843,114,1165
Navajo Nation,USA,2020-05-08 03:00:00,2757,88,0
Idaho,USA,2020-05-08 03:00:00,2178,67,867
Puerto Rico,USA,2020-05-08 03:00:00,2031,102,0
North Dakota,USA,2020-05-08 03:00:00,1371,31,601
Maine,USA,2020-05-08 03:00:00,1330,62,787
West Virginia,USA,2020-05-08 03:00:00,1287,51,667
Vermont,USA,2020-05-08 03:00:00,916,53,0
Wyoming,USA,2020-05-08 03:00:00,635,7,416
Hawaii,USA,2020-05-08 03:00:00,629,17,565
Montana,USA,2020-05-08 03:00:00,457,16,410
Alaska,USA,2020-05-08 03:00:00,374,10,292
Guam,USA,2020-05-08 03:00:00,149,5,128
Grand Princess,USA,2020-05-08 03:00:00,103,3,0
United States Virgin Islands,USA,2020-05-08 03:00:00,66,4,54
Diamond Princess,USA,2020-05-08 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-05-08 03:00:00,15,2,12
Wuhan Evacuee,USA,2020-05-08 03:00:00,4,0,0
New York,USA,2020-05-07 11:00:00,333576,25923,35822
New Jersey,USA,2020-05-07 11:00:00,131890,8549,730
Massachusetts,USA,2020-05-07 11:00:00,72025,4420,5708
Illinois,USA,2020-05-07 11:00:00,68232,2974,715
California,USA,2020-05-07 11:00:00,60616,2464,3975
Pennsylvania,USA,2020-05-07 11:00:00,54800,3345,1044
Michigan,USA,2020-05-07 11:00:00,45179,4256,15674
Florida,USA,2020-05-07 11:00:00,38013,1539,174
Texas,USA,2020-05-07 11:00:00,34928,954,14548
Connecticut,USA,2020-05-07 11:00:00,30995,2718,63
Georgia,USA,2020-05-07 11:00:00,30746,1327,340
Louisiana,USA,2020-05-07 11:00:00,30399,2167,20316
Maryland,USA,2020-05-07 11:00:00,28163,1437,1903
Indiana,USA,2020-05-07 11:00:00,21870,1377,1559
Ohio,USA,2020-05-07 11:00:00,21576,1225,448
Virginia,USA,2020-05-07 11:00:00,20257,713,2734
Colorado,USA,2020-05-07 11:00:00,17832,919,567
Washington,USA,2020-05-07 11:00:00,16640,879,2095
Tennessee,USA,2020-05-07 11:00:00,13938,239,6587
North Carolina,USA,2020-05-07 11:00:00,13053,492,1802
Iowa,USA,2020-05-07 11:00:00,10404,219,3803
Veteran Affair,USA,2020-05-07 11:00:00,10225,797,0
Rhode Island,USA,2020-05-07 11:00:00,10205,370,665
Arizona,USA,2020-05-07 11:00:00,9707,426,6
Missouri,USA,2020-05-07 11:00:00,9323,428,2063
Wisconsin,USA,2020-05-07 11:00:00,8901,362,4348
Alabama,USA,2020-05-07 11:00:00,8691,343,0
Minnesota,USA,2020-05-07 11:00:00,8579,485,5005
Mississippi,USA,2020-05-07 11:00:00,8424,374,4421
US Military,USA,2020-05-07 11:00:00,7604,27,2995
South Carolina,USA,2020-05-07 11:00:00,6936,305,3252
Nebraska,USA,2020-05-07 11:00:00,6689,78,0
Kansas,USA,2020-05-07 11:00:00,5993,164,1280
Kentucky,USA,2020-05-07 11:00:00,5934,283,1675
Delaware,USA,2020-05-07 11:00:00,5778,193,2008
Nevada,USA,2020-05-07 11:00:00,5744,289,4199
Utah,USA,2020-05-07 11:00:00,5595,58,1952
District of Columbia,USA,2020-05-07 11:00:00,5461,277,808
New Mexico,USA,2020-05-07 11:00:00,4291,169,1073
Oklahoma,USA,2020-05-07 11:00:00,4202,253,2910
Arkansas,USA,2020-05-07 11:00:00,3611,87,2123
Oregon,USA,2020-05-07 11:00:00,2916,115,1125
South Dakota,USA,2020-05-07 11:00:00,2780,29,1977
New Hampshire,USA,2020-05-07 11:00:00,2741,92,1105
Navajo Nation,USA,2020-05-07 11:00:00,2655,85,0
Federal Bureau of Prisons,USA,2020-05-07 11:00:00,2465,42,710
Idaho,USA,2020-05-07 11:00:00,2158,66,867
Puerto Rico,USA,2020-05-07 11:00:00,1968,99,0
North Dakota,USA,2020-05-07 11:00:00,1323,31,582
Maine,USA,2020-05-07 11:00:00,1254,62,766
West Virginia,USA,2020-05-07 11:00:00,1242,50,667
Vermont,USA,2020-05-07 11:00:00,908,52,0
Wyoming,USA,2020-05-07 11:00:00,631,7,416
Hawaii,USA,2020-05-07 11:00:00,626,17,558
Montana,USA,2020-05-07 11:00:00,457,16,410
Alaska,USA,2020-05-07 11:00:00,372,10,286
Guam,USA,2020-05-07 11:00:00,149,5,128
Grand Princess,USA,2020-05-07 11:00:00,103,3,0
United States Virgin Islands,USA,2020-05-07 11:00:00,66,4,51
Diamond Princess,USA,2020-05-07 11:00:00,49,0,0
Northern Mariana Islands,USA,2020-05-07 11:00:00,15,2,12
Wuhan Evacuee,USA,2020-05-07 11:00:00,4,0,0
US Military,USA,2020-04-09 03:00:00,3146,8,224
New York,USA,2020-04-09 03:00:00,151079,6269,15927
New Jersey,USA,2020-04-09 03:00:00,47437,1504,51
Michigan,USA,2020-04-09 03:00:00,20346,959,94
California,USA,2020-04-09 03:00:00,19031,507,459
Louisiana,USA,2020-04-09 03:00:00,17030,652,0
Massachusetts,USA,2020-04-09 03:00:00,16790,433,311
Pennsylvania,USA,2020-04-09 03:00:00,16746,319,134
Florida,USA,2020-04-09 03:00:00,15698,323,0
Illinois,USA,2020-04-09 03:00:00,15079,462,122
Georgia,USA,2020-04-09 03:00:00,10206,370,0
Texas,USA,2020-04-09 03:00:00,10077,193,1194
Washington,USA,2020-04-09 03:00:00,9277,432,925
Connecticut,USA,2020-04-09 03:00:00,8781,335,0
Indiana,USA,2020-04-09 03:00:00,5943,203,28
Colorado,USA,2020-04-09 03:00:00,5655,193,0
Maryland,USA,2020-04-09 03:00:00,5529,124,288
Ohio,USA,2020-04-09 03:00:00,5148,193,0
Tennessee,USA,2020-04-09 03:00:00,4363,80,627
Virginia,USA,2020-04-09 03:00:00,3645,75,2
North Carolina,USA,2020-04-09 03:00:00,3576,67,210
Missouri,USA,2020-04-09 03:00:00,3432,93,96
Wisconsin,USA,2020-04-09 03:00:00,2812,103,65
Arizona,USA,2020-04-09 03:00:00,2726,80,3
South Carolina,USA,2020-04-09 03:00:00,2552,63,0
Alabama,USA,2020-04-09 03:00:00,2499,67,0
Nevada,USA,2020-04-09 03:00:00,2318,74,48
Mississippi,USA,2020-04-09 03:00:00,2003,67,0
Utah,USA,2020-04-09 03:00:00,1848,13,26
Oklahoma,USA,2020-04-09 03:00:00,1526,79,409
Rhode Island,USA,2020-04-09 03:00:00,1450,35,0
District of Columbia,USA,2020-04-09 03:00:00,1440,27,361
Kentucky,USA,2020-04-09 03:00:00,1346,73,306
Oregon,USA,2020-04-09 03:00:00,1239,37,0
Idaho,USA,2020-04-09 03:00:00,1232,18,0
Minnesota,USA,2020-04-09 03:00:00,1154,39,632
Iowa,USA,2020-04-09 03:00:00,1145,27,89
Delaware,USA,2020-04-09 03:00:00,1116,19,159
Arkansas,USA,2020-04-09 03:00:00,1077,18,237
Kansas,USA,2020-04-09 03:00:00,1051,34,4
New Mexico,USA,2020-04-09 03:00:00,865,16,171
New Hampshire,USA,2020-04-09 03:00:00,788,18,227
Puerto Rico,USA,2020-04-09 03:00:00,620,24,0
Vermont,USA,2020-04-09 03:00:00,605,23,0
Maine,USA,2020-04-09 03:00:00,537,14,187
Nebraska,USA,2020-04-09 03:00:00,519,12,0
West Virginia,USA,2020-04-09 03:00:00,483,4,0
Hawaii,USA,2020-04-09 03:00:00,435,5,72
Navajo Nation,USA,2020-04-09 03:00:00,426,17,0
South Dakota,USA,2020-04-09 03:00:00,393,6,146
Montana,USA,2020-04-09 03:00:00,332,6,32
North Dakota,USA,2020-04-09 03:00:00,251,4,98
Wyoming,USA,2020-04-09 03:00:00,230,0,62
Alaska,USA,2020-04-09 03:00:00,226,7,32
Guam,USA,2020-04-09 03:00:00,125,4,31
Grand Princess,USA,2020-04-09 03:00:00,103,3,0
Diamond Princess,USA,2020-04-09 03:00:00,49,0,0
United States Virgin Islands,USA,2020-04-09 03:00:00,45,1,36
Northern Mariana Islands,USA,2020-04-09 03:00:00,11,2,0
Wuhan Evacuee,USA,2020-04-09 03:00:00,4,0,0
US Military,USA,2020-04-09 16:00:00,3160,8,224
New York,USA,2020-04-10 03:00:00,161807,7067,16234
New Jersey,USA,2020-04-10 03:00:00,51027,1709,51
Michigan,USA,2020-04-10 03:00:00,21504,1076,94
California,USA,2020-04-10 03:00:00,20169,547,705
Massachusetts,USA,2020-04-10 03:00:00,18941,503,729
Pennsylvania,USA,2020-04-10 03:00:00,18633,365,170
Louisiana,USA,2020-04-10 03:00:00,18283,702,0
Florida,USA,2020-04-10 03:00:00,16826,371,0
Illinois,USA,2020-04-10 03:00:00,16424,529,158
Texas,USA,2020-04-10 03:00:00,11483,223,1365
Georgia,USA,2020-04-10 03:00:00,10885,412,0
Connecticut,USA,2020-04-10 03:00:00,9784,380,0
Washington,USA,2020-04-10 03:00:00,9753,457,1076
Indiana,USA,2020-04-10 03:00:00,6351,245,28
Colorado,USA,2020-04-10 03:00:00,6202,226,0
Maryland,USA,2020-04-10 03:00:00,6185,138,288
Ohio,USA,2020-04-10 03:00:00,5512,213,0
Tennessee,USA,2020-04-10 03:00:00,4634,94,627
Virginia,USA,2020-04-10 03:00:00,4042,109,2
North Carolina,USA,2020-04-10 03:00:00,3844,82,281
Missouri,USA,2020-04-10 03:00:00,3624,92,108
Arizona,USA,2020-04-10 03:00:00,3018,89,3
Wisconsin,USA,2020-04-10 03:00:00,2890,111,84
Alabama,USA,2020-04-10 03:00:00,2838,78,0
South Carolina,USA,2020-04-10 03:00:00,2793,67,0
Nevada,USA,2020-04-10 03:00:00,2456,81,48
Mississippi,USA,2020-04-10 03:00:00,2260,76,0
Utah,USA,2020-04-10 03:00:00,1977,13,26
Rhode Island,USA,2020-04-10 03:00:00,1727,43,0
Oklahoma,USA,2020-04-10 03:00:00,1686,80,409
District of Columbia,USA,2020-04-10 03:00:00,1523,32,393
Kentucky,USA,2020-04-10 03:00:00,1452,73,306
Idaho,USA,2020-04-10 03:00:00,1354,24,0
Oregon,USA,2020-04-10 03:00:00,1321,44,0
Iowa,USA,2020-04-10 03:00:00,1270,29,476
Minnesota,USA,2020-04-10 03:00:00,1242,50,675
Delaware,USA,2020-04-10 03:00:00,1209,23,159
Arkansas,USA,2020-04-10 03:00:00,1146,21,305
Kansas,USA,2020-04-10 03:00:00,1117,42,4
New Mexico,USA,2020-04-10 03:00:00,989,17,171
New Hampshire,USA,2020-04-10 03:00:00,819,21,227
Puerto Rico,USA,2020-04-10 03:00:00,683,33,0
Vermont,USA,2020-04-10 03:00:00,628,23,0
Nebraska,USA,2020-04-10 03:00:00,577,15,0
Maine,USA,2020-04-10 03:00:00,560,16,202
Navajo Nation,USA,2020-04-10 03:00:00,558,22,0
West Virginia,USA,2020-04-10 03:00:00,524,5,0
South Dakota,USA,2020-04-10 03:00:00,447,6,161
Hawaii,USA,2020-04-10 03:00:00,442,6,251
Montana,USA,2020-04-10 03:00:00,354,6,157
North Dakota,USA,2020-04-10 03:00:00,269,5,101
Wyoming,USA,2020-04-10 03:00:00,239,0,101
Alaska,USA,2020-04-10 03:00:00,235,7,49
Guam,USA,2020-04-10 03:00:00,128,4,31
Grand Princess,USA,2020-04-10 03:00:00,103,3,0
United States Virgin Islands,USA,2020-04-10 03:00:00,50,1,43
Diamond Princess,USA,2020-04-10 03:00:00,49,0,0
Northern Mariana Islands,USA,2020-04-10 03:00:00,11,2,0
Wuhan Evacuee,USA,2020-04-10 03:00:00,4,0,0
California,USA,2020-02-26 20:00:00,11,0,2
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-25 21:00:00,1,0,1
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-26 20:00:00,11,0,2
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-25 21:00:00,1,0,1
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
USA (Aggregate Recovered),USA,2020-03-25 03:00:00,0,0,354
New York,USA,2020-03-25 03:00:00,26376,271,0
New Jersey,USA,2020-03-25 03:00:00,3675,44,0
California,USA,2020-03-25 03:00:00,2628,54,0
Washington,USA,2020-03-25 03:00:00,2472,125,0
Michigan,USA,2020-03-25 03:00:00,1795,24,0
Illinois,USA,2020-03-25 03:00:00,1537,16,0
Florida,USA,2020-03-25 03:00:00,1467,23,0
Louisiana,USA,2020-03-25 03:00:00,1388,46,0
Massachusetts,USA,2020-03-25 03:00:00,1159,11,0
Georgia,USA,2020-03-25 03:00:00,1097,38,0
Texas,USA,2020-03-25 03:00:00,1027,13,0
Pennsylvania,USA,2020-03-25 03:00:00,946,8,0
Colorado,USA,2020-03-25 03:00:00,912,11,0
Tennessee,USA,2020-03-25 03:00:00,780,2,0
Connecticut,USA,2020-03-25 03:00:00,618,12,0
Ohio,USA,2020-03-25 03:00:00,567,8,0
North Carolina,USA,2020-03-25 03:00:00,512,0,0
Wisconsin,USA,2020-03-25 03:00:00,481,5,0
Indiana,USA,2020-03-25 03:00:00,369,12,0
Maryland,USA,2020-03-25 03:00:00,352,4,0
South Carolina,USA,2020-03-25 03:00:00,342,7,0
Arizona,USA,2020-03-25 03:00:00,326,6,0
Mississippi,USA,2020-03-25 03:00:00,320,1,0
Virginia,USA,2020-03-25 03:00:00,304,9,0
Utah,USA,2020-03-25 03:00:00,298,1,0
Nevada,USA,2020-03-25 03:00:00,285,6,0
Missouri,USA,2020-03-25 03:00:00,278,8,0
Minnesota,USA,2020-03-25 03:00:00,262,1,0
Alabama,USA,2020-03-25 03:00:00,242,0,0
Arkansas,USA,2020-03-25 03:00:00,232,2,0
Oregon,USA,2020-03-25 03:00:00,211,8,0
District of Columbia,USA,2020-03-25 03:00:00,187,2,0
Kentucky,USA,2020-03-25 03:00:00,163,4,0
Iowa,USA,2020-03-25 03:00:00,125,1,0
Rhode Island,USA,2020-03-25 03:00:00,124,0,0
Maine,USA,2020-03-25 03:00:00,118,0,0
New Hampshire,USA,2020-03-25 03:00:00,108,1,0
Oklahoma,USA,2020-03-25 03:00:00,106,3,0
Delaware,USA,2020-03-25 03:00:00,104,0,0
Kansas,USA,2020-03-25 03:00:00,102,2,0
New Mexico,USA,2020-03-25 03:00:00,100,0,0
Vermont,USA,2020-03-25 03:00:00,95,7,0
Hawaii,USA,2020-03-25 03:00:00,90,1,0
Idaho,USA,2020-03-25 03:00:00,81,0,0
Nebraska,USA,2020-03-25 03:00:00,71,0,0
Montana,USA,2020-03-25 03:00:00,51,0,0
Diamond Princess,USA,2020-03-25 03:00:00,49,0,0
Alaska,USA,2020-03-25 03:00:00,42,0,0
West Virginia,USA,2020-03-25 03:00:00,39,0,0
Puerto Rico,USA,2020-03-25 03:00:00,39,2,0
Wyoming,USA,2020-03-25 03:00:00,37,0,0
North Dakota,USA,2020-03-25 03:00:00,36,0,0
Guam,USA,2020-03-25 03:00:00,32,1,0
South Dakota,USA,2020-03-25 03:00:00,30,1,0
Grand Princess,USA,2020-03-25 03:00:00,28,1,0
United States Virgin Islands,USA,2020-03-25 03:00:00,17,0,0
Wuhan Evacuee,USA,2020-03-25 03:00:00,4,0,0
USA (Aggregate Recovered),USA,2020-03-26 01:00:00,0,0,593
New York,USA,2020-03-26 03:00:00,33033,366,0
New Jersey,USA,2020-03-26 03:00:00,4407,62,0
California,USA,2020-03-26 03:00:00,3169,67,0
Washington,USA,2020-03-26 03:00:00,2600,133,0
Michigan,USA,2020-03-26 03:00:00,2297,43,0
Florida,USA,2020-03-26 03:00:00,1978,23,0
Illinois,USA,2020-03-26 03:00:00,1870,19,0
Massachusetts,USA,2020-03-26 03:00:00,1838,15,0
Louisiana,USA,2020-03-26 03:00:00,1795,65,0
Georgia,USA,2020-03-26 03:00:00,1387,47,0
Texas,USA,2020-03-26 03:00:00,1347,17,0
Pennsylvania,USA,2020-03-26 03:00:00,1284,15,0
Colorado,USA,2020-03-26 03:00:00,1087,20,0
Tennessee,USA,2020-03-26 03:00:00,917,3,0
Connecticut,USA,2020-03-26 03:00:00,875,19,0
Ohio,USA,2020-03-26 03:00:00,704,11,0
Wisconsin,USA,2020-03-26 03:00:00,638,7,0
North Carolina,USA,2020-03-26 03:00:00,625,2,0
Indiana,USA,2020-03-26 03:00:00,478,14,0
Alabama,USA,2020-03-26 03:00:00,439,1,0
Maryland,USA,2020-03-26 03:00:00,426,4,0
South Carolina,USA,2020-03-26 03:00:00,424,7,0
Nevada,USA,2020-03-26 03:00:00,405,10,0
Arizona,USA,2020-03-26 03:00:00,401,6,0
Virginia,USA,2020-03-26 03:00:00,399,13,0
Missouri,USA,2020-03-26 03:00:00,381,8,0
Mississippi,USA,2020-03-26 03:00:00,377,5,0
Utah,USA,2020-03-26 03:00:00,346,1,0
Arkansas,USA,2020-03-26 03:00:00,308,2,0
Minnesota,USA,2020-03-26 03:00:00,287,1,0
Oregon,USA,2020-03-26 03:00:00,266,10,0
District of Columbia,USA,2020-03-26 03:00:00,231,3,0
Kentucky,USA,2020-03-26 03:00:00,198,5,0
Oklahoma,USA,2020-03-26 03:00:00,164,6,0
Iowa,USA,2020-03-26 03:00:00,146,1,0
Maine,USA,2020-03-26 03:00:00,142,0,0
Idaho,USA,2020-03-26 03:00:00,138,0,0
Kansas,USA,2020-03-26 03:00:00,137,3,0
New Hampshire,USA,2020-03-26 03:00:00,137,1,0
Rhode Island,USA,2020-03-26 03:00:00,132,0,0
Vermont,USA,2020-03-26 03:00:00,125,8,0
Delaware,USA,2020-03-26 03:00:00,119,0,0
New Mexico,USA,2020-03-26 03:00:00,113,1,0
Hawaii,USA,2020-03-26 03:00:00,95,0,0
Nebraska,USA,2020-03-26 03:00:00,74,0,0
Montana,USA,2020-03-26 03:00:00,67,0,0
West Virginia,USA,2020-03-26 03:00:00,52,0,0
Puerto Rico,USA,2020-03-26 03:00:00,51,2,0
Wyoming,USA,2020-03-26 03:00:00,49,0,0
Diamond Princess,USA,2020-03-26 03:00:00,49,0,0
North Dakota,USA,2020-03-26 03:00:00,45,0,0
Alaska,USA,2020-03-26 03:00:00,43,1,0
South Dakota,USA,2020-03-26 03:00:00,41,1,0
Guam,USA,2020-03-26 03:00:00,37,1,0
Grand Princess,USA,2020-03-26 03:00:00,28,1,0
United States Virgin Islands,USA,2020-03-26 03:00:00,17,0,0
Wuhan Evacuee,USA,2020-03-26 03:00:00,4,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
California,USA,2020-02-13 03:13:08,8,0,1
Illinois,USA,2020-02-09 19:03:03,2,0,2
Arizona,USA,2020-02-01 19:43:00,1,0,0
Massachusetts,USA,2020-02-01 19:43:00,1,0,0
Washington,USA,2020-02-09 07:03:00,1,0,1
Wisconsin,USA,2020-02-05 21:53:00,1,0,0
Diamond Princess,USA,2020-03-02 17:00:00,46,0,0
Wuhan Evacuee,USA,2020-03-02 17:00:00,3,0,0
Grand Princess,USA,2020-03-07 01:00:00,21,0,0
Washington,USA,2020-03-10 23:00:00,272,24,1
New York,USA,2020-03-10 23:00:00,173,0,0
California,USA,2020-03-10 23:00:00,157,2,2
Massachusetts,USA,2020-03-10 23:00:00,92,0,1
Illinois,USA,2020-03-10 23:00:00,19,0,2
Georgia,USA,2020-03-10 03:45:00,17,0,0
Texas,USA,2020-03-10 23:00:00,17,0,0
Oregon,USA,2020-03-10 23:00:00,15,0,0
Florida,USA,2020-03-10 14:00:00,15,2,0
New Jersey,USA,2020-03-10 18:00:00,15,1,0
Colorado,USA,2020-03-10 18:00:00,15,0,0
Iowa,USA,2020-03-10 23:30:00,13,0,0
Pennsylvania,USA,2020-03-10 18:00:00,12,0,0
Maryland,USA,2020-03-10 23:00:00,9,0,0
South Carolina,USA,2020-03-10 23:00:00,9,0,0
Kentucky,USA,2020-03-10 23:00:00,8,0,0
Virginia,USA,2020-03-10 18:00:00,8,0,0
North Carolina,USA,2020-03-10 02:00:00,7,0,0
Tennessee,USA,2020-03-10 23:00:00,7,0,0
Arizona,USA,2020-03-07 18:30:00,6,0,1
Indiana,USA,2020-03-10 15:40:00,6,0,0
South Dakota,USA,2020-03-10 23:00:00,5,1,0
Rhode Island,USA,2020-03-10 23:00:00,5,0,0
New Hampshire,USA,2020-03-10 23:00:00,5,0,0
District of Columbia,USA,2020-03-10 03:45:00,5,0,0
Nevada,USA,2020-03-08 22:30:00,4,0,0
Wisconsin,USA,2020-02-10 17:00:00,3,0,1
Minnesota,USA,2020-03-10 23:00:00,3,0,0
Nebraska,USA,2020-03-09 01:00:00,3,0,0
Louisiana,USA,2020-03-10 23:30:00,3,0,0
Ohio,USA,2020-03-09 19:00:00,3,0,0
Oklahoma,USA,2020-03-10 17:00:00,2,0,0
Hawaii,USA,2020-03-09 11:30:00,2,0,0
Utah,USA,2020-03-10 14:30:00,2,0,0
Michigan,USA,2020-03-11 03:00:00,2,0,0
Connecticut,USA,2020-03-10 02:00:00,2,0,0
Kansas,USA,2020-03-08 01:00:00,1,0,0
